"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"	"Species_Name"
162	104	600	600	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Solanum_lichtensteinii"
163	105	600	600	"All"	"Other"	"All"	"Solanum_lichtensteinii"
164	106	594	594	"All"	"Other"	"All"	"Solanum_lichtensteinii"
166	107	584	584	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_lichtensteinii"
167	108	584	584	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_lichtensteinii"
168	109	553	553	"All"	"Other"	"All"	"Solanum_lichtensteinii"
170	110	520	520	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
171	111	514	514	"All"	"Other"	"All"	"Solanum_lichtensteinii"
172	112	510	510	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
173	113	495	495	"All"	"Other"	"All"	"Solanum_lichtensteinii"
174	114	485	485	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_lichtensteinii"
175	115	481	481	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_lichtensteinii"
176	116	471	471	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_lichtensteinii"
177	117	464	464	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
178	118	458	458	"All"	"Other"	"All"	"Solanum_lichtensteinii"
179	119	457	457	"All"	"Other"	"All"	"Solanum_lichtensteinii"
180	120	455	455	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Solanum_lichtensteinii"
181	121	450	450	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_lichtensteinii"
182	122	440	440	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_lichtensteinii"
183	123	438	438	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
184	124	433	433	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
185	125	421	421	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
186	126	418	418	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
187	127	418	418	"All/repeat"	"Other"	"All/repeat"	"Solanum_lichtensteinii"
188	128	409	409	"All"	"Other"	"All"	"Solanum_lichtensteinii"
189	129	408	408	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_lichtensteinii"
190	130	404	404	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Solanum_lichtensteinii"
191	131	388	388	"All"	"Other"	"All"	"Solanum_lichtensteinii"
193	132	358	358	"All"	"Other"	"All"	"Solanum_lichtensteinii"
194	133	354	354	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_lichtensteinii"
195	134	354	354	"All"	"Other"	"All"	"Solanum_lichtensteinii"
196	135	352	352	"All"	"Other"	"All"	"Solanum_lichtensteinii"
197	136	344	344	"All"	"Other"	"All"	"Solanum_lichtensteinii"
198	137	342	342	"All"	"Other"	"All"	"Solanum_lichtensteinii"
199	138	339	339	"All"	"Other"	"All"	"Solanum_lichtensteinii"
200	139	330	330	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_lichtensteinii"
201	140	318	318	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_lichtensteinii"
202	141	308	308	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_lichtensteinii"
203	142	306	306	"All"	"Other"	"All"	"Solanum_lichtensteinii"
204	143	304	304	"All"	"Other"	"All"	"Solanum_lichtensteinii"
205	144	302	302	"All"	"Other"	"All"	"Solanum_lichtensteinii"
206	145	302	302	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Solanum_lichtensteinii"
207	146	293	293	"All"	"Other"	"All"	"Solanum_lichtensteinii"
208	147	291	291	"All"	"Other"	"All"	"Solanum_lichtensteinii"
209	148	290	290	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_lichtensteinii"
210	149	288	288	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
211	150	288	288	"All/repeat/mobile_element/Class_II/Subclass_2/Helitron"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_2/Helitron"	"Solanum_lichtensteinii"
212	151	277	277	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
213	152	276	276	"All"	"Other"	"All"	"Solanum_lichtensteinii"
214	153	273	273	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
215	154	268	268	"All"	"Other"	"All"	"Solanum_lichtensteinii"
216	155	258	258	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_lichtensteinii"
217	156	256	256	"All"	"Other"	"All"	"Solanum_lichtensteinii"
218	157	251	251	"All"	"Other"	"All"	"Solanum_lichtensteinii"
219	158	250	250	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
220	159	249	249	"All"	"Other"	"All"	"Solanum_lichtensteinii"
221	160	241	241	"All"	"Other"	"All"	"Solanum_lichtensteinii"
222	161	230	230	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
223	162	225	225	"All"	"Other"	"All"	"Solanum_lichtensteinii"
224	163	223	223	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
225	164	214	214	"All"	"Other"	"All"	"Solanum_lichtensteinii"
226	165	214	214	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_lichtensteinii"
227	166	209	209	"All"	"Other"	"All"	"Solanum_lichtensteinii"
228	167	208	208	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
229	168	204	204	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_lichtensteinii"
230	169	200	200	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_lichtensteinii"
231	170	198	198	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
232	171	197	197	"All"	"Other"	"All"	"Solanum_lichtensteinii"
233	172	189	189	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_lichtensteinii"
234	173	188	188	"All"	"Other"	"All"	"Solanum_lichtensteinii"
235	174	186	186	"All"	"Other"	"All"	"Solanum_lichtensteinii"
236	175	185	185	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_lichtensteinii"
237	176	184	184	"All"	"Other"	"All"	"Solanum_lichtensteinii"
238	177	181	181	"All"	"Other"	"All"	"Solanum_lichtensteinii"
239	178	180	180	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_lichtensteinii"
240	179	180	180	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_lichtensteinii"
241	180	179	179	"All"	"Other"	"All"	"Solanum_lichtensteinii"
242	181	178	178	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_lichtensteinii"
243	182	176	176	"All"	"Other"	"All"	"Solanum_lichtensteinii"
244	183	172	172	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Solanum_lichtensteinii"
245	184	170	170	"All"	"Other"	"All"	"Solanum_lichtensteinii"
246	185	170	170	"All"	"Other"	"All"	"Solanum_lichtensteinii"
247	186	161	161	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_lichtensteinii"
248	187	161	161	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_lichtensteinii"
249	188	156	156	"All"	"Other"	"All"	"Solanum_lichtensteinii"
250	189	156	156	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
