"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"	"Species_Name"	"N_Reads"	"Genome_Size"
135	84	885	885	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Solanum_dasyphyllum"	2479974	2.91
136	85	842	842	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_dasyphyllum"	2479974	2.91
137	86	818	818	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
138	87	817	817	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
139	88	810	810	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_dasyphyllum"	2479974	2.91
140	89	768	768	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
141	90	756	756	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_dasyphyllum"	2479974	2.91
142	91	732	732	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
143	92	712	712	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
144	93	709	709	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
146	94	687	687	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
147	95	683	683	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_dasyphyllum"	2479974	2.91
148	96	680	680	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
149	97	669	669	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
150	98	666	666	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Solanum_dasyphyllum"	2479974	2.91
151	99	653	653	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_dasyphyllum"	2479974	2.91
152	100	636	636	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
153	101	636	636	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
154	102	634	634	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_dasyphyllum"	2479974	2.91
155	103	586	586	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_dasyphyllum"	2479974	2.91
156	104	584	584	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
157	105	582	582	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_dasyphyllum"	2479974	2.91
158	106	581	581	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_dasyphyllum"	2479974	2.91
159	107	572	572	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
160	108	571	571	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_dasyphyllum"	2479974	2.91
161	109	567	567	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
162	110	541	541	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
163	111	539	539	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
164	112	536	536	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_dasyphyllum"	2479974	2.91
174	113	415	415	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Reina"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Reina"	"Solanum_dasyphyllum"	2479974	2.91
165	114	512	512	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_dasyphyllum"	2479974	2.91
166	115	509	509	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
167	116	489	489	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Solanum_dasyphyllum"	2479974	2.91
168	117	480	480	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_dasyphyllum"	2479974	2.91
170	118	443	443	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
171	119	437	437	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
172	120	422	422	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_dasyphyllum"	2479974	2.91
173	121	418	418	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
175	122	403	403	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
176	123	399	399	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Solanum_dasyphyllum"	2479974	2.91
177	124	372	372	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Solanum_dasyphyllum"	2479974	2.91
179	125	364	364	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
180	126	357	357	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
181	127	330	330	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
182	128	319	319	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
183	129	306	306	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Solanum_dasyphyllum"	2479974	2.91
184	130	305	305	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
185	131	293	293	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_dasyphyllum"	2479974	2.91
186	132	287	287	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
187	133	279	279	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_dasyphyllum"	2479974	2.91
188	134	276	276	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Solanum_dasyphyllum"	2479974	2.91
190	135	270	270	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_dasyphyllum"	2479974	2.91
191	136	270	270	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
192	137	267	267	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
193	138	265	265	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
194	139	261	261	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_dasyphyllum"	2479974	2.91
195	140	253	253	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Solanum_dasyphyllum"	2479974	2.91
196	141	252	252	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_dasyphyllum"	2479974	2.91
197	142	250	250	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
198	143	249	249	"All"	"Other"	"All"	"Solanum_dasyphyllum"	2479974	2.91
